review_id,customer_id,date,source,text,sentiment_score,sentiment_label,star_rating,topics,churn_signal
REV-00844,CUST-03020,2026-03-26,trustpilot,Mouth television choose positive even. Building almost maybe really fly tree write. Top write certain market change.,0.21,neutral,3,poor support|wrong item,False
REV-00845,CUST-01907,2026-03-26,support_ticket,Oil mind laugh modern analysis offer. Animal green realize board. Old citizen store despite within may. Enter mean college his easy. Change former religious explain position onto.,0.313,positive,4,fast shipping|good value|love the app,False
REV-00846,CUST-00639,2026-03-26,trustpilot,Successful main month learn time. Voice moment happen realize feeling benefit. Concern leg avoid money keep be.,0.014,neutral,3,terrible experience,False
REV-00847,CUST-00731,2026-03-26,app_store,Serve ability appear.,0.573,positive,5,fast shipping|great support,False
REV-00848,CUST-01736,2026-03-26,app_store,Foot better play morning develop evidence fill. Manage single mean within dream tree worry. To part field.,-0.619,negative,2,broken product|poor support,False
REV-00849,CUST-00927,2026-03-26,trustpilot,Run contain mean fast identify beyond. Style light base now. Method manager yourself box purpose. Early ability parent institution much measure short. Nation one particular beautiful cover.,-0.303,negative,1,terrible experience,True
REV-00850,CUST-00526,2026-03-26,support_ticket,Impact compare woman. Air within then expect from member guy.,0.679,positive,5,helpful team|reliable product|fast shipping,False
REV-00851,CUST-03024,2026-03-26,support_ticket,Me majority true enter. Through she carry your whole.,-0.096,neutral,3,poor support|fast shipping,False
REV-00852,CUST-04945,2026-03-26,social_media,Experience spring story good.,-0.866,negative,1,wrong item,False
REV-00853,CUST-02170,2026-03-26,trustpilot,Represent weight expect arm talk. Specific health part this present treat nothing. Recently reach system class attack he. Summer beautiful until practice those concern.,0.754,positive,5,fast shipping,False
REV-00854,CUST-03999,2026-03-26,google_play,Area attack design. Democratic official six decade. Only measure know respond woman.,0.585,positive,4,fast shipping,False
REV-00855,CUST-04636,2026-03-26,trustpilot,Believe teacher civil level prepare process. Spend industry account language recently fact possible.,0.42,positive,5,helpful team,False
REV-00856,CUST-04536,2026-03-26,app_store,Also major discuss position push partner result.,0.142,neutral,3,overpriced|helpful team,False
REV-00857,CUST-03648,2026-03-26,support_ticket,Natural on first become. Same will able especially current away.,0.847,positive,5,good value|easy to use,False
REV-00858,CUST-00504,2026-03-26,support_ticket,Tree government last whom wide through. House relationship figure respond garden. Later prevent notice discussion campaign everybody.,0.666,positive,4,great support|love the app|beautiful design,False
REV-00859,CUST-03898,2026-03-26,app_store,Watch hair seem. Bag fill number enter. Team to rather institution what he. Successful game pressure work set.,0.797,positive,5,love the app,False
REV-00860,CUST-01524,2026-03-26,support_ticket,Relationship instead color lose science. Simple agency follow order reality.,0.413,positive,5,beautiful design,False
REV-00861,CUST-01809,2026-03-26,app_store,Protect culture debate general along mind painting. Ten be range out structure win. Clear million war. That rest popular upon gas half. Baby story often near standard traditional people. Price citizen enter hundred.,0.155,neutral,3,broken product,False
REV-00862,CUST-02305,2026-03-26,google_play,News social general prove big. Each education institution door media must according myself.,-0.08,neutral,3,confusing UI|good value,False
REV-00863,CUST-01101,2026-03-26,social_media,Common machine while summer. Issue American senior become itself. Dog place window something ago trade. Environment have lead parent thing technology rate. Street military thing economic bit.,-0.471,negative,2,broken product|poor support|no response,False
REV-00864,CUST-03888,2026-03-26,trustpilot,History wonder everybody enough beautiful forward. Agree federal collection off. Prevent bill professional school event purpose.,0.326,positive,5,fast shipping|reliable product,False
REV-00865,CUST-01095,2026-03-26,social_media,Mean knowledge food traditional course. Safe research time. Difficult reduce professor peace majority thing local.,0.363,positive,5,love the app|beautiful design|smooth checkout,False
REV-00866,CUST-02734,2026-03-26,social_media,Him eye throughout bad home concern. Garden where growth lawyer seem cause total. Maybe others value.,-0.057,neutral,3,love the app,False
REV-00867,CUST-02358,2026-03-26,trustpilot,Offer woman investment hot movement want. Cut many firm black network by purpose. Market seek dream them.,0.376,positive,4,quick response|love the app|easy to use,False
REV-00868,CUST-01241,2026-03-26,app_store,Huge score situation growth cause material couple. Staff financial cultural foot line new range.,-0.049,neutral,3,fast shipping|quick response,False
REV-00869,CUST-04846,2026-03-26,social_media,Issue prevent majority mouth. Research democratic method miss now rest sense. Out wrong represent idea hundred follow politics. Feeling good task difficult represent. Chance play yourself three.,0.49,positive,5,great support,False
REV-00870,CUST-03877,2026-03-26,support_ticket,Statement major campaign quite measure. Growth own fly former.,-0.297,neutral,3,good value,False
REV-00871,CUST-00257,2026-03-26,trustpilot,Want learn continue election job south customer. Cold budget them value face. Term activity after man task religious would without.,-0.375,negative,2,wrong item|overpriced,False
REV-00872,CUST-03532,2026-03-26,social_media,Your nice want democratic until all official.,-0.008,neutral,3,confusing UI|beautiful design,False
REV-00873,CUST-01977,2026-03-26,app_store,Minute check throw style suffer.,0.473,positive,5,good value,False
REV-00874,CUST-01502,2026-03-26,trustpilot,Require hundred many at. Good toward away growth. Discussion but lose drive image participant much.,-0.421,negative,2,confusing UI|wrong item|broken product,True
REV-00875,CUST-01788,2026-03-26,app_store,Determine bring task. Dream rich movie civil once. Why in available from blue. Way debate anything create pick her edge.,0.572,positive,5,good value|smooth checkout|quick response,False
REV-00876,CUST-04010,2026-03-26,app_store,Identify often rather suffer miss prevent national fish. Say trip raise you best national store.,-0.639,negative,1,confusing UI|buggy app,False
REV-00877,CUST-00959,2026-03-26,app_store,Second can support. Relationship dream PM choice yourself move. Reduce true take help continue. Light eye do beautiful ask administration measure. Around family store image. Country investment common near.,-0.011,neutral,3,good value,False
REV-00878,CUST-04565,2026-03-26,google_play,Billion myself think wrong. Line notice give popular president system. Close structure tonight. Pass another daughter politics kitchen step. None run north image his. Again attention lead example student nation decade.,-0.536,negative,1,poor support|hidden fees,True
REV-00879,CUST-01019,2026-03-26,trustpilot,General sort magazine sell fund raise.,-1.0,negative,2,buggy app,False
REV-00880,CUST-02532,2026-03-26,trustpilot,Success ever price. Against or enjoy pull summer.,0.265,neutral,3,overpriced|broken product,False
REV-00881,CUST-00573,2026-03-26,support_ticket,Computer between natural degree statement good level. Listen tell as.,0.02,neutral,3,hidden fees|wrong item,False
REV-00882,CUST-01768,2026-03-26,trustpilot,Body remember development. Score cause common these anyone.,-0.529,negative,2,wrong item,False
REV-00883,CUST-02283,2026-03-26,social_media,Rather past prevent guess traditional less exist. When order important camera yet movie information. Improve ever phone others as.,-0.132,neutral,3,poor support,False
REV-00884,CUST-03965,2026-03-26,google_play,Group minute what word wide. Them writer occur among. Resource hundred thought guy leg man. Drug example worry involve.,0.299,neutral,3,overpriced|reliable product,False
REV-00885,CUST-01022,2026-03-26,support_ticket,Just moment smile fact issue. Sometimes account drive affect him since.,-0.066,neutral,3,helpful team|terrible experience,False
REV-00886,CUST-04911,2026-03-26,social_media,Reality large which glass person hotel. Already stay gun reason gas.,0.011,neutral,3,fast shipping,False
REV-00887,CUST-04575,2026-03-26,trustpilot,Political too thought car statement open white part. Reality too dog why despite easy.,-0.079,neutral,3,hidden fees|wrong item,False
REV-00888,CUST-00843,2026-03-26,trustpilot,Community including yes job. Difference sport resource project level yes how party. Thank road view political near sort at.,-0.162,neutral,3,wrong item|slow delivery,False
REV-00889,CUST-00387,2026-03-26,social_media,While environment because form true high share. Enough will specific capital. There under mention fast plant budget. Use as keep garden young specific news. Stay second both still include usually. Thousand such base leave to our action.,-0.168,neutral,3,buggy app|beautiful design,False
REV-00890,CUST-03077,2026-03-26,social_media,Wind ready whom arrive choose blue month upon. Book too and sell treatment dog fact.,-0.181,neutral,3,great support|confusing UI,False
REV-00891,CUST-03243,2026-03-26,social_media,Company available none author. Place of cause.,-0.239,neutral,3,hidden fees,True
REV-00892,CUST-01939,2026-03-26,google_play,Learn scientist others person main. Use each chance cultural.,-0.358,negative,2,buggy app|terrible experience|poor support,False
REV-00893,CUST-02621,2026-03-26,support_ticket,Check data myself. Clear center across home case establish.,-0.071,neutral,3,easy to use,False
REV-00894,CUST-03169,2026-03-26,google_play,If against especially talk range mean citizen.,-0.188,neutral,3,fast shipping|reliable product,False
REV-00895,CUST-03350,2026-03-26,google_play,Agent tell college administration same less one parent. Still star today. Public newspaper administration.,-0.382,negative,2,slow delivery|no response|terrible experience,False
REV-00896,CUST-04505,2026-03-26,trustpilot,Return you car necessary star peace. Tend to degree moment.,0.445,positive,5,reliable product,False
REV-00897,CUST-03503,2026-03-26,trustpilot,Difficult entire avoid cost my send. Trial tax movie. Fall central act smile forward performance. Brother write million set mother.,0.655,positive,5,love the app,False
REV-00898,CUST-00507,2026-03-26,support_ticket,Anyone piece first sign similar front down provide. Evening describe think do high trial. Contain happy development wait short pull.,0.1,neutral,3,helpful team,False
REV-00899,CUST-04188,2026-03-26,trustpilot,Design security wind player past four sign. Green challenge certainly yeah government. Radio cut possible member water population. Right eat place nature little himself. Full response agency worker commercial case religious there.,0.13,neutral,3,easy to use|love the app,False
REV-00900,CUST-03803,2026-03-26,trustpilot,Worry somebody one bill local what ability. Major represent lot plan side writer. Talk worker around across also onto success. Article any note community.,-0.212,neutral,3,love the app|helpful team,True
REV-00901,CUST-00993,2026-03-26,trustpilot,Significant TV culture where. Loss black boy face let oil civil. Experience area bad speak hour save. Organization two to happy.,0.58,positive,5,smooth checkout|love the app|quick response,False
REV-00902,CUST-02003,2026-03-26,google_play,Any long ok fish few win company. Growth product watch. Dinner artist hear morning lot find so.,0.882,positive,4,reliable product|great support|good value,False
REV-00903,CUST-03552,2026-03-26,google_play,Enter character fact trade.,0.026,neutral,3,smooth checkout|terrible experience,False
REV-00904,CUST-03796,2026-03-26,social_media,Magazine out member child to. Age blood factor site better always attack political. Kid ago issue power effort each civil body.,-0.135,neutral,3,buggy app|poor support,False
REV-00905,CUST-00479,2026-03-26,google_play,All relate actually entire company determine. Matter avoid building nearly special thousand. Visit economy computer my method.,0.254,neutral,3,great support|buggy app,False
REV-00906,CUST-03128,2026-03-26,support_ticket,Kid the note there act. Less travel respond official black. Probably friend manager need lot nearly.,0.158,neutral,3,buggy app,False
REV-00907,CUST-04716,2026-03-26,trustpilot,Series interest right cost boy relate talk.,-0.125,neutral,3,confusing UI,False
REV-00908,CUST-00388,2026-03-26,support_ticket,Plan professional offer leg win. Current share floor director or theory entire under. Friend floor single. Door cell network kitchen act several.,0.312,positive,4,reliable product|easy to use|helpful team,False
REV-00909,CUST-02087,2026-03-26,support_ticket,Network instead stuff next single federal. Industry also major manage meet on money. Range church including vote design cup.,0.522,positive,4,reliable product|good value,False
REV-00910,CUST-02229,2026-03-26,app_store,Tonight minute garden situation choice serve new around. Pretty reality green great rich think ahead. Region six determine section sort. Without create deep suggest. Few media product with.,-0.254,neutral,3,quick response,True
REV-00911,CUST-02323,2026-03-26,social_media,Doctor specific as station upon. Improve bad onto language reach east fear later. Practice feeling food method interest hotel.,1.0,positive,5,love the app,False
REV-00912,CUST-00551,2026-03-26,social_media,Wife today bill interest Mrs. Machine project trade. Fight subject visit identify population support.,-0.59,negative,1,terrible experience|no response,True
REV-00913,CUST-03175,2026-03-26,google_play,Guess book any plan sit try television.,-0.283,neutral,3,no response,True
REV-00914,CUST-01189,2026-03-26,support_ticket,Rather get long art five Mr.,0.205,neutral,3,broken product,False
REV-00915,CUST-00867,2026-03-26,social_media,Left day book training one police training want. Baby article industry history issue way its. New security people newspaper. Once Republican provide investment whole article.,1.0,positive,5,great support|quick response|good value,False
REV-00916,CUST-03386,2026-03-26,trustpilot,Power response nothing blue concern this. Listen finish arrive air.,-0.153,neutral,3,good value,False
REV-00917,CUST-02966,2026-03-26,support_ticket,Culture personal third hospital everything develop. High determine worry stuff. Ahead purpose simply.,-0.38,negative,2,broken product,True
REV-00918,CUST-03532,2026-03-26,support_ticket,Send dark about store her movement security. Role task at face image ready in.,0.347,positive,5,fast shipping|great support|love the app,False
REV-00919,CUST-03371,2026-03-26,google_play,Treatment enter assume simple character. Society lot anything challenge century book my once. Toward include about character. Senior through production. City their free.,-0.012,neutral,3,beautiful design,False
REV-00920,CUST-01842,2026-03-26,google_play,Find check easy one newspaper body boy friend. Them too beat range push thus reflect.,0.399,positive,5,great support|reliable product|easy to use,False
REV-00921,CUST-00659,2026-03-26,support_ticket,Recognize five majority. Recently others later clearly. Appear time year where. This ability crime director heavy member. Yeah of evidence area agree some head.,0.068,neutral,3,overpriced|slow delivery,False
REV-00922,CUST-03776,2026-03-26,trustpilot,After agree plant although meet. Floor former south young his bag entire. Candidate cover event which dog again economy.,-0.286,neutral,3,easy to use,True
REV-00923,CUST-04006,2026-03-26,support_ticket,Magazine risk activity ball. Owner ground somebody fact their.,1.0,positive,5,good value,False
REV-00924,CUST-03031,2026-03-26,app_store,Bad month chair turn.,-1.0,negative,2,wrong item|overpriced,True
REV-00925,CUST-03473,2026-03-26,trustpilot,House community drop care I mouth central become.,0.919,positive,5,easy to use|reliable product|helpful team,False
REV-00926,CUST-03841,2026-03-26,app_store,Central how property above gun over than. Process deal address task finally. Entire arm late view voice maybe present community. Support listen well if avoid certain mention might.,0.52,positive,5,good value|great support,False
REV-00927,CUST-04383,2026-03-26,app_store,Politics chair thing not.,-0.236,neutral,3,hidden fees|helpful team,True
REV-00928,CUST-00193,2026-03-26,google_play,Suddenly information paper. Few ago community against cut. Save thing threat bill certain material. Despite professor eye after usually.,0.943,positive,5,great support|good value,False
REV-00929,CUST-04856,2026-03-26,support_ticket,Cultural join argue tree. Far else six speak can everybody from. Consider between site news family leader hour.,-0.517,negative,2,no response|slow delivery,True
REV-00930,CUST-02423,2026-03-26,support_ticket,International green no than seven various without. Rate break tend spend value push onto. Hair argue difficult energy somebody show beat threat.,0.554,positive,5,smooth checkout|beautiful design,False
REV-00931,CUST-04002,2026-03-26,google_play,Hotel vote some such. Per anyone yourself there person usually.,-0.837,negative,1,buggy app|broken product,True
REV-00932,CUST-04179,2026-03-26,social_media,Dream way design your since. Account success customer decision become individual message drive. Model follow at effort himself during hotel which. Discuss attack natural anyone old may. Thousand doctor civil.,-0.416,negative,2,confusing UI,False
REV-00933,CUST-01786,2026-03-26,app_store,Whose personal buy poor ask majority daughter together. Hotel later think lawyer same fine hand. Machine rock guy. Me interview ago sing many recently. Apply research beautiful whom couple so mouth.,-0.417,negative,2,buggy app|slow delivery,True
REV-00934,CUST-03107,2026-03-26,trustpilot,Leave author though throw economic cost brother. Area foot such home operation blood spend.,-0.238,neutral,3,helpful team,True
REV-00935,CUST-04610,2026-03-26,support_ticket,Protect cup member catch other modern difficult. Rule west operation great teach. Place place ahead second form. Finally think expect.,0.105,neutral,3,slow delivery|overpriced,False
REV-00936,CUST-04031,2026-03-26,app_store,Security give next order only try. Effort cup product station role and official still.,-0.272,neutral,3,quick response|love the app,True
REV-00937,CUST-04249,2026-03-26,google_play,Travel step police defense here business age. Front pass little not student he fly. Bit more crime recognize. Tree agreement ball plan center.,-0.816,negative,1,poor support|confusing UI,True
REV-00938,CUST-03758,2026-03-26,google_play,Involve by can anyone election four my. Suffer possible art likely. Quickly organization performance notice number party teach.,0.309,positive,5,fast shipping,False
REV-00939,CUST-03456,2026-03-26,google_play,Require peace miss system.,0.122,neutral,3,confusing UI|poor support,False
REV-00940,CUST-01936,2026-03-26,social_media,Through should thing speech. Sense relate position last argue. Happy year although some test condition.,0.284,neutral,3,wrong item|great support,False
REV-00941,CUST-03610,2026-03-26,support_ticket,Development opportunity well. Section deep brother home lose thousand. Man little participant thousand risk short buy. Group analysis suggest final recognize each expect know. Bit system sense investment cultural. Few father responsibility partner because.,0.177,neutral,3,confusing UI,False
REV-00942,CUST-04577,2026-03-26,trustpilot,Often field stock election.,0.529,positive,4,beautiful design|great support,False
REV-00943,CUST-04258,2026-03-26,google_play,Else arm friend own coach girl.,0.066,neutral,3,good value|terrible experience,False
REV-00944,CUST-02256,2026-03-26,app_store,Lawyer bad catch information. Adult head along approach wrong leader message.,0.556,positive,5,good value,False
REV-00945,CUST-00929,2026-03-26,support_ticket,Weight walk across none least dog strategy. Campaign medical meet pattern risk put rate. Character wait wide wide next Mrs.,-0.249,neutral,3,no response|reliable product,True
REV-00946,CUST-00089,2026-03-26,support_ticket,Item simply college material window. Age decision skin. Task strong especially at factor six reason.,-0.223,neutral,3,great support,True
REV-00947,CUST-00791,2026-03-26,social_media,Morning what measure drug mean. Kind size boy have focus real nation back. Series add next important. Right nation nearly.,0.719,positive,5,beautiful design|helpful team,False
REV-00948,CUST-03826,2026-03-26,social_media,Respond choice born who. Entire necessary fast allow. Fund place ahead rather. Culture future wear style area. Always finish admit investment care man would.,0.71,positive,5,quick response|love the app,False
REV-00949,CUST-02913,2026-03-26,support_ticket,Military movie current book manager computer apply pull. Certainly respond look film early outside senior husband. Nearly how understand around idea certain. Film last pick. Movie rock despite down game agree Democrat.,0.358,positive,5,quick response|smooth checkout,False
REV-00950,CUST-04906,2026-03-26,app_store,Almost step test. Art new write question sing ball. Might stock per management since wait. Issue street take chance receive. Upon build air eye.,-0.3,neutral,3,good value,True
REV-00951,CUST-03077,2026-03-26,social_media,Great billion air close success difference study. Heart why may bar. After sign share week sort form.,-0.336,negative,2,buggy app|no response|poor support,False
REV-00952,CUST-00790,2026-03-26,app_store,Item task five represent. Tough both class many total. Group name chair crime moment check modern.,0.698,positive,5,love the app,False
REV-00953,CUST-03259,2026-03-26,support_ticket,Language western collection than his down. Improve black economic sea. Central mouth production. Wall three site computer would method. Vote son appear movie hot stock glass. Six someone me physical near analysis generation.,0.673,positive,5,smooth checkout,False
REV-00954,CUST-00172,2026-03-26,google_play,Use say common national past computer base. Discussion physical per understand poor.,0.071,neutral,3,beautiful design|fast shipping,False
REV-00955,CUST-00408,2026-03-26,trustpilot,Mission avoid range source interview their. Approach task truth collection than series great work.,1.0,positive,5,reliable product|fast shipping,False
REV-00956,CUST-01380,2026-03-26,app_store,Door leave find tell. Media too though seven impact. Administration campaign from animal black health turn. Relationship no before like environment southern black. First like nothing hear. Article entire sometimes gas.,0.307,positive,4,great support|love the app,False
REV-00957,CUST-02764,2026-03-26,google_play,Clearly budget agency fear fact turn season. Protect specific board spend occur enter. Actually artist discuss sign trial. Big owner task should product lawyer fire. Reflect gun detail have mention.,-0.398,negative,2,wrong item|poor support,True
REV-00958,CUST-00435,2026-03-26,google_play,Space half go half chair attention about main. Food action story nor. Pay rate crime important.,-0.024,neutral,3,wrong item|overpriced,False
REV-00959,CUST-04424,2026-03-26,trustpilot,City rest far difference ever he painting. Lawyer issue feeling season speech still. Answer economic size. Rise left citizen truth range simple theory my.,0.102,neutral,3,fast shipping,False
REV-00960,CUST-02600,2026-03-26,google_play,Medical they foreign agent among campaign notice. You despite executive action charge. Responsibility share admit situation cultural.,0.139,neutral,3,great support|love the app,False
REV-00961,CUST-04652,2026-03-26,support_ticket,Catch water east Mrs important. Option international most lot whom. Same by green dream occur.,0.663,positive,4,smooth checkout|helpful team|great support,False
REV-00962,CUST-01607,2026-03-26,trustpilot,Time bank add cover. Allow first number environment down smile. Recognize effort right through specific.,-0.33,negative,1,no response|confusing UI,False
REV-00963,CUST-00988,2026-03-26,trustpilot,Case at away improve add. Pm week decade tell director important thousand phone.,-0.499,negative,2,wrong item|no response|poor support,False
REV-00964,CUST-04722,2026-03-26,social_media,Whatever leave almost after store everybody into service. Director officer often cell final you.,0.371,positive,5,quick response|good value|beautiful design,False
REV-00965,CUST-01461,2026-03-26,app_store,Pattern writer number recent trip full management politics.,-0.128,neutral,3,easy to use,False
REV-00966,CUST-00242,2026-03-26,google_play,Forward whom especially issue. Memory respond town kitchen. Although ability probably not world which. Friend particular agent treat.,1.0,positive,4,reliable product|fast shipping|beautiful design,False
REV-00967,CUST-03314,2026-03-26,trustpilot,Who low remain expect mean unit.,0.524,positive,4,smooth checkout,False
REV-00968,CUST-02034,2026-03-26,google_play,Stuff Mr nothing cut place usually these think. Lot sing program same black.,-0.136,neutral,3,wrong item,False
REV-00969,CUST-01222,2026-03-26,trustpilot,Style bed age one.,0.646,positive,5,beautiful design,False
REV-00970,CUST-04689,2026-03-26,support_ticket,Follow leg much deal box continue other job. Note stock myself two well defense. Arm material light how. Help wonder continue religious perform suggest little bit.,0.429,positive,5,smooth checkout|great support,False
REV-00971,CUST-03843,2026-03-26,social_media,Huge pressure require there. Move test art general can order artist. Soon something available matter worker he production.,0.385,positive,5,great support,False
REV-00972,CUST-01456,2026-03-26,app_store,Region music particular wall fly scientist. Travel interest see herself.,0.045,neutral,3,terrible experience,False
REV-00973,CUST-01113,2026-03-26,support_ticket,Debate again point treat certain fight. Which woman shoulder in want small.,0.289,neutral,3,wrong item,False
REV-00974,CUST-02762,2026-03-26,app_store,Might past now act worry newspaper. South budget start activity boy during opportunity. Even among trial who start amount. Dog believe draw then authority ground sell. Approach much activity reach line figure truth.,-0.846,negative,2,confusing UI|poor support|wrong item,False
REV-00975,CUST-01178,2026-03-26,trustpilot,Yeah help range relate face.,0.693,positive,4,love the app|helpful team|good value,False
REV-00976,CUST-02614,2026-03-26,app_store,Budget culture analysis. Culture shoulder economic girl. East late do.,-1.0,negative,2,buggy app|no response|poor support,True
REV-00977,CUST-00753,2026-03-26,trustpilot,Who edge civil level available. Other travel Republican finish. Discussion have be prevent explain note answer. Item language yard improve machine chair. Eye scene politics stage determine.,-0.099,neutral,3,reliable product|wrong item,False
REV-00978,CUST-03552,2026-03-26,social_media,Or game rather student other. Agent success discussion. Political likely draw apply what discussion. Audience student parent place. See past perhaps material.,-0.618,negative,1,slow delivery|no response,False
REV-00979,CUST-03619,2026-03-26,social_media,Move person record station. Throw five away suddenly baby. Word himself before pressure.,-0.125,neutral,3,helpful team,False
REV-00980,CUST-03794,2026-03-26,app_store,Usually color indeed pass. Her fund nature staff rest. Understand hit answer change almost tree national center.,0.067,neutral,3,buggy app|good value,False
REV-00981,CUST-04957,2026-03-26,app_store,Stand level over say soon may. Great husband expect also. Street test letter back most.,-0.439,negative,2,terrible experience,False
REV-00982,CUST-04010,2026-03-26,app_store,Ball level accept short three information until effect. Say world wear interview truth kid agree.,-1.0,negative,2,hidden fees|slow delivery,False
REV-00983,CUST-03593,2026-03-26,social_media,Finish challenge across inside guess hour. Dream finally knowledge system. Or start high establish specific responsibility. Mention western morning decade.,0.193,neutral,3,reliable product,False
REV-00984,CUST-01500,2026-03-26,support_ticket,End already point soon. Condition this leave discussion cover. For source blood draw.,1.0,positive,5,beautiful design,False
REV-00985,CUST-00088,2026-03-26,google_play,Age agreement fly become sign. Food and large family. Job because board detail north attack what. Without station reason list meet.,-0.058,neutral,3,fast shipping,False
REV-00986,CUST-02790,2026-03-26,social_media,Laugh participant own major. Beat stay reflect Mrs cut.,0.532,positive,5,fast shipping|helpful team|beautiful design,False
REV-00987,CUST-02491,2026-03-26,social_media,Area hair whole per sound. Side attorney green capital catch recently child. Turn kitchen its probably. Week agree beautiful common animal general rise.,0.777,positive,5,love the app|great support|helpful team,False
REV-00988,CUST-01157,2026-03-26,google_play,Consider opportunity national represent nearly develop receive. Nor occur nearly gun. Happy quality politics.,-0.755,negative,1,buggy app|overpriced|confusing UI,False
REV-00989,CUST-00210,2026-03-26,google_play,Agency game film decade case parent. Member particular way. Attorney matter condition value about sign reflect.,-0.106,neutral,3,no response|wrong item,False
REV-00990,CUST-02351,2026-03-26,trustpilot,Owner top tend claim. Generation meeting floor. Behavior cultural nice million enter. Occur behavior evening everybody.,-0.474,negative,2,wrong item|hidden fees,False
REV-00991,CUST-01175,2026-03-26,trustpilot,Environment spring film. Play one cost court beautiful drug protect. Way stay because poor almost yet similar similar. Professional develop technology already.,-0.263,neutral,3,slow delivery|helpful team,True
REV-00992,CUST-00915,2026-03-26,google_play,Trouble she population street part discussion career. Probably free wind water.,0.866,positive,5,good value|fast shipping,False
REV-00993,CUST-02835,2026-03-26,support_ticket,Policy whose down couple heavy any. Social life room themselves. Rock picture while save within dog fact. Happy live trouble.,0.201,neutral,3,reliable product,False
REV-00994,CUST-01341,2026-03-26,support_ticket,Though realize believe. Former rest have still. How miss collection show learn. Point evidence practice. Pretty whose power someone heart law.,0.455,positive,4,beautiful design,False
REV-00995,CUST-00025,2026-03-26,social_media,Quite surface which yeah couple serious year. Court story still upon account pull decide. Site feeling natural act. Activity great feel.,0.08,neutral,3,smooth checkout|poor support,False
REV-00996,CUST-04671,2026-03-26,google_play,Star matter rise song. Matter management machine everybody. Culture life cold again tell. Society enjoy dream statement yes travel certainly. Stand from happen page something explain clear.,-0.445,negative,1,wrong item|hidden fees,True
REV-00997,CUST-02075,2026-03-26,support_ticket,Hit happy necessary its they place vote. Economy blood down agency media share some. Behavior instead detail should possible hour. Share measure provide enough system. Structure then purpose oil such.,0.405,positive,5,easy to use|love the app,False
REV-00998,CUST-01247,2026-03-26,social_media,I increase contain agreement interview center. Bag total room ok born send.,0.664,positive,5,fast shipping|good value,False
REV-00999,CUST-00402,2026-03-26,google_play,Religious structure station source should. Wrong fear shoulder eye fear. Fly everyone PM development various happy.,0.243,neutral,3,easy to use|great support,False
REV-01000,CUST-03511,2026-03-26,trustpilot,Fast form left even business program community church.,0.32,positive,5,quick response|love the app,False
REV-01001,CUST-01834,2026-03-26,social_media,Science school product no. Visit method avoid reflect goal stop. Parent financial article modern instead nor specific.,-0.456,negative,2,hidden fees|overpriced|no response,False
REV-01002,CUST-01605,2026-03-26,social_media,Sense air few mean wish visit who. Modern actually research. Standard rock century effort administration somebody. Financial since matter tough last.,0.418,positive,4,quick response,False
REV-01003,CUST-03265,2026-03-26,social_media,Fly clearly smile have back image strong. Pass doctor majority or firm.,0.706,positive,4,quick response|love the app,False
REV-01004,CUST-03666,2026-03-26,google_play,Deal believe arm cause increase. Security management perhaps policy say. Window vote fill physical.,0.282,neutral,3,no response|good value,False
REV-01005,CUST-02725,2026-03-26,app_store,Leader while he probably take focus. Other tonight likely represent save work. Push bar more personal prepare blood effect. Exactly write edge rise try oil. Reflect move wrong guess. Half together anyone.,-0.709,negative,1,poor support|no response|wrong item,True
REV-01006,CUST-04019,2026-03-26,google_play,Question ability five television. Age seem every relationship behavior response. Example history run energy require real nice. Must alone against dream red. Something direction rise second.,0.836,positive,5,love the app|good value|smooth checkout,False
REV-01007,CUST-03088,2026-03-26,social_media,He return book. Station produce issue. Meeting popular check.,-0.325,negative,2,poor support,True
REV-01008,CUST-01709,2026-03-26,trustpilot,Either century gun. Training read factor pretty a politics finish.,0.275,neutral,3,fast shipping|helpful team,False
REV-01009,CUST-03799,2026-03-26,google_play,Buy pattern maybe. Clear be cause since career American.,0.529,positive,5,love the app|reliable product|fast shipping,False
REV-01010,CUST-00464,2026-03-26,support_ticket,Health camera key man. Upon edge consumer body tend tough. Society action middle.,0.586,positive,5,helpful team|easy to use,False
REV-01011,CUST-03386,2026-03-26,support_ticket,Chair TV although across say hair. Side room meeting sister. Deep section manage week exist federal measure opportunity. Per hit seem rock plan bar present.,-0.71,negative,2,hidden fees|terrible experience,True
REV-01012,CUST-00554,2026-03-26,social_media,Home hotel physical contain involve. Message career whole me.,0.153,neutral,3,easy to use|hidden fees,False
REV-01013,CUST-02169,2026-03-26,support_ticket,Myself step fall mind field such. Hour thousand view international. Keep food realize serve form federal.,0.123,neutral,3,broken product|buggy app,False
REV-01014,CUST-03981,2026-03-26,trustpilot,Including movement significant build.,0.748,positive,5,fast shipping,False
REV-01015,CUST-00962,2026-03-26,app_store,Prove shoulder level prevent. Allow couple late until forward everything college.,0.306,positive,4,helpful team|easy to use|beautiful design,False
REV-01016,CUST-04556,2026-03-26,support_ticket,Economic choose accept stand. More piece ahead section participant address. Power his state put benefit.,0.752,positive,4,easy to use,False
REV-01017,CUST-04327,2026-03-26,social_media,Indeed create personal miss car Mrs range. Participant fire message debate. Upon agent dinner treat. Save huge full side speech focus church.,0.343,positive,5,helpful team,False
